CATEGORY NAME,BRAND,PLCDE,PLDESC,PLTEXT,SIZE,PRICE, VAT,    RRP,B,F,G,O,S,V
HERBS & SPICES - PREPACKED,SUMA,HE196,Fenugreek Seeds,,6 X 50G,3.82,,0.85,,,G,,,V
FRUIT - DRIED,SUMA COMMODITIES,DR022,Ginger - crystallised,,5 KG,17.9,1,,,,G,,S,V
BABYCARE PRODUCTS,BEAMING BABY,NF635,Bio Degradable Nappies - Maxi,7 - 11kg / Size 3,4 X 34,29.95,,10.15,,,,,,V
TOOTHCARE,GREEN PEOPLE COMPANY,DY256,Childrens Mandarin,Aloe V;Mandarin;Orange;Myrrh,12 X  50ML,23.4,1,3.5,,,,O,,V
HOUSEHOLD CLEANING PRODUCTS,GREENFROG,HJ224,Natural Washing Up Liquid,,6 X 500ML,5.35,1,1.44,,,G,,,V
BODYCARE,TINTS OF NATURE,BK093,Hair Colour Swatch Ring,,EACH,0,1,,,,,,,
TEAS,HAMPSTEAD TEA,TE059,Green Jasmine - og,Single estate,6 X 25BAGS,8.96,,1.99,B,,G,O,,V
BREADS & BREAD MIXES,ISABEL'S NATURALLY FREE FROM,BT201,Speciality Dough Balls Mix,Was Cheesebreads mix,8 X 250G,17.43,,2.85,,,G,,,
BISCUITS CRACKERS & CRISPBREAD,KALLO,BT810,Milk Chocolate Rice Cakes OG,,16 X 90G,23.88,1,2.39,,,G,O,,
HONEY,LITTLEOVER APIARIES,HY041,Organic Wildflower Honey Set,,4 X 340G,10.56,,3.75,,,G,O,,
CANDLES,MOORLANDS DIPPED CANDLES,NF432,Rainbow Colours; Long Burn,12 hrs burn; mixed colours,7 PAIRS,12.28,1,1.99,,,,,,
SOFT DRINKS,BELVOIR,JU793,Lime & lemongrass Presse,,24 X 250ML,20.17,1,1.35,,,,,S,
NON-DAIRY DESSERTS (FROZEN),MAMMA CUCINA,XL407,Chocolate Soya Desert,,6 X 750ML,11.21,1,2.99,,,G,,S,V
SUGARS & SYRUPS,MERIDIAN,HY300,Molasses - Organic; Fairtrade,,6 X 350G,8.95,,1.99,,F,G,O,,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU288,Omega Seed Mix - organic,pumpkin/sunflwr/linseed/sesame,6 X 125G,5.63,,1.25,,,G,O,,V
CHOCOLATE,MOO FREE,KB813,Dairy Free Milk Chocolate Egg,,6 X 100G,14.94,1,3.99,,,G,O,S,V
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI - ORGANIC,MX035,Plain & Simple Muesli Base -Og,,3 KG,5.75,,,,,,O,,V
CANDLES,NAMASTE,NF170,Iron Tealight Holder,Tree Design. 8cms x 10cms.,4 X 1,13.74,1,5.49,,F,,,,
BISCUITS CRACKERS & CRISPBREAD,BIONA,BT167,Caramel Syrup Waffles,,12 X 175G,17.01,,1.89,,,,O,S,
SUPPLEMENTS & REMEDIES,NATURAL EAR CANDLE COMPANY,MD100,Ear Candle - Lemongrass,,12 X PAIR,57.36,1,8.79,,,,,,
FAR EASTERN FOOD,BLUE DRAGON,VF419,Water Chestnuts,,6 X 225G,5.61,,1.25,,,,,,V
CRISPS & SNACKS,NOTHING BUT,ZX316,Beetroot & Parsnip Snack,,8 X 11G,7.14,,1.19,,,G,,,V
NON-DAIRY DESSERTS (FROZEN),OKOBAY,XL403,Coconut & Pineapple Water Ice,,24 X 105ML,21.43,1,1.49,,,G,,,V
CHOCOLATE,ORGANIC SEED & BEAN COMPANY,ZX313,Raspberry & Vanilla White Bar,,8 X 85G,12.45,1,2.49,,F,,O,S,
CHOCOLATE,PLAMIL,KB170,No Added Sugar Chocolate,with shelled hemp & xylitol,6 X 100G,9.08,1,2.42,,,G,,,V
BREADS & BREAD MIXES,PROFUSION,BT405,Protein Bread - Rye / Flax,,9 X 250G,18.83,,2.79,,,,O,,
HERB & FRUIT INFUSIONS,PUKKA,TE245,Three Ginger - og,,4 X 20 BAGS,6.87,,2.29,,,G,O,,V
MEAT FREE ALTERNATIVES (FROZEN,QUORN,XL056,Chicken Style Pieces,,12 X 300G,20.36,,2.25,,,,,,
BAKING SUNDRIES,THE RAW CHOCOLATE CO,NU139,Chia Seeds,,12 X 150G,40.41,,4.49,,,G,,,V
MEATLESS SUBSTITUTES (CHILLED),VBITES,CV668,Falafel-Traditional Style,,6 X 250G,11.28,,2.51,,,,,,V
FRUIT JUICE CONCS & CORDIALS,ROCKS,JU426,Blackcurrant Squash - organic,,6 X 740ML,13.08,1,3.49,,,G,O,S,V
SUPPLEMENTS & REMEDIES,FLORADIX,MD187,Magnesium Liquid,,250ML,4.63,1,8.4,,,G,,,
NON-DAIRY DESSERTS (FROZEN),SWEDISH GLACE,XL012,Neapolitan,,4 X 1.3L,11.99,1,4.79,,,G,,S,V
PASTA,LA BIO IDEA,WT974,Lasagne White - og no pre cook,,12 X 250 G,17.01,,1.89,,,,O,,V
NUTS & SEEDS,SUMA PREPACKS,NU145,Almonds,,6 X 250G,16.64,,3.69,,,G,,,V
SUPPLEMENTS & REMEDIES,SCHWABE PHARMA,MD023,MenoHerb - Black Cohosh,for menopause symptoms,1 X 30,5.86,1,10.49,,,G,,,
SUGARS & SYRUPS,SUMA COMMODITIES,LJ066,Dark Muscovado Sugar,,25 KG,50.25,,,,,G,,S,V
PASTA SAUCES & PESTOS,SUMA,KJ162,Organic Pesto Alla Genovese,Basil; pinenuts and cheese,12 X 190G,26.6,,2.95,,,G,O,,
PEANUT; SEED & NUT BUTTERS,SUNITA,GH077,Tahini - dark,,12 X 340G,23.31,,2.59,,,G,,,V
BISCUITS CRACKERS & CRISPBREAD,TRAIDCRAFT,BT444,Fruit Chocolate & Nut Cookies,,8 X 180G,11.65,,1.95,,,,,S,V
FLAKES; BRANS & WHEATGERM,SUMA PREPACKS - ORGANIC,FX028,Bran Flakes Org - Added Salt,,6 X 250G,7.62,,1.69,,,,O,,V
CRISPS & SNACKS,TYRRELLS,ZX019,Rosemary and Wild Garlic,,24 X 40G,23.22,,1.29,,,,,S,V
SUPPLEMENTS & REMEDIES,VEGA,VM099,Chewable Co-Enzyme CQ10,,1 X 30,4.09,1,7.35,,,G,,,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM094,Multivitamin & Mineral,Euro Formula,60 TABS,7.68,1,13.75,,,G,,,
WATERS,HIGHLAND SPRING,WA025,Spring water - still,PET Bottles,24 X 500ML,9.75,1,0.65,,,G,,,V
BABYCARE PRODUCTS,WELEDA,DY466,Calendula nappy change cream,prevent soreness;less redness,6 X 75ML,24.3,1,6.95,,,,,,
SNACK BARS & FLAPJACKS,WHOLEBAKE,KB551,Cranberry,,20 X 80G,9,,0.6,,,,,S,V
MEATLESS SUBSTITUTES (CHILLED),TAIFUN,CV641,Rice Cutlets with Corn&Pepper,,6 X 200G,13.91,,3.09,,,,O,,V
YOGURTS; COWS MILK (CHILLED),YEO VALLEY,CV267,Organic Greek Vanilla Yoghurt,,6 X 450G,8.35,,1.85,,,G,O,S,
BEANS & PULSES - DRIED,SUMA PREPACKS - ORGANIC,PU166,Yellow Split Peas - organic,,6 X 500G,7.18,,1.59,,,G,O,,V
MILK - NON DAIRY,BONSOY,SY072,Soya Milk,,6 X 1L,15.25,,3.39,,,G,,,V
CANDLES,MOORLANDS DIPPED CANDLES,NF431,Boxed Candles Various Colours,Each candle single colour,50 PAIRS,48.57,1,1.55,,,,,,V
SOFT DRINKS,CAWSTON PRESS,JU231,Sparkling Apple & Rhubarb,,12 X 330ML,12.68,1,1.69,,,G,,,V
BEANS & PULSES - DRIED,SUMA BAGGED DOWN,PU019,Chick Peas,,10 KG,16.19,,,,,G,,,V
READY MEALS (FROZEN),CLIVE'S,XL028,Gltn Free French Cassoulet Pie,,6 X 250G,12.72,,2.85,,,G,O,,V
SUPERFOODS & SPORTS NUTRITION,CREATIVE NATURE,MD079,Hemp Protein Powder,,12 X 300G,68.88,,7.69,,,G,,,V
PICKLES; CHUTNEYS & MUSTARDS,ATKINS & POTTS,KJ118,Caramelised Onion Chutney,,6 X 225G,10.54,,2.35,,,G,,S,
OLIVES,CRESPO,KJ271,Green Olive Coriander & Pepper,Pitted,6 X 110G,5.02,,1.15,,,G,,,V
FAR EASTERN FOOD,CLEARSPRING,JP605,Shoyu,,2.5 L,17.62,,23.49,,,,O,,V
SUPPLEMENTS & REMEDIES,DE VALLE,MD034,Polka Dot Wrap - mixed case,Pink; Red; Blue Wheatbags,6 X 1,20.96,1,5.99,,,,,,
HERB & FRUIT INFUSIONS,DR STUARTS,TE503,English Earl Grey,,4 X 50G,14.85,,4.95,,,G,O,,V
SNACK BARS & FLAPJACKS,EAT NATURAL,KB465,Date; Walnut & Pumpkin Seed,Dates; Walnuts & Pumpkin Seeds,12 X 50G,6.65,1,0.89,,,G,,S,
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ091,Window & Glass Cleaner,,6 X 500ML,10.5,1,2.85,,,,,,V
SOFT DRINKS,EQUINOX,JU250,Kombucha Raspberry/Elderflower,,20 X 275ML,21.13,1,1.69,,,G,O,S,V
BABY & CHILD FOOD,ORGANIX,BB290,Goodies Squeezy Mango & Apple,,3 X 4 X 90G,8.3,,3.69,,,,O,,V
COFFEE,EQUAL EXCHANGE,TE868,Sumatra Takengon - og,,8 X 227G,28.14,,4.69,,F,G,O,,V
BODYCARE,FAITH,DY285,Hemp & Meadowfoam Foam Bath,,6 X 400ML,18.2,1,5.2,,,G,,,V
SOFT DRINKS,FENTIMANS,JU467,Ginger Beer,6 x 4 cluster packs,24 X 275ML,19.6,1,5.2,,,G,,S,V
PICKLES; CHUTNEYS & MUSTARDS,FOSTERS,KJ145,Piccalilli,,12 X 275G,25.56,,2.85,,,,,S,V
FRUIT - CANNED & JARRED,FRUIT TREE,KJ197,Apricot Crush - Organic,,6 X 200G,13.46,,2.99,,,,O,,V
DESSERTS,REALLY NOT DAIRY,SY115,Raspberry Soya Dessert,,12 X 125G,3.67,,0.42,,,G,,,V
PROMOTIONAL MATERIALS,SUMA,BK206,Muesli A3 Poster,,EACH,0,,,,,,,,
HERBS & SPICES - PREPACKED,SUMA ORGANIC,HE162,Pepper - black; F/T organic,Fairtrade,6 X 25G,4.43,,0.99,,F,G,O,,V
BABYCARE PRODUCTS,BEAMING BABY,NF636,Bio Degradable - Maxi Plus,9 - 15kg / Size 4,4 X 34,34.65,,11.65,,,,,,V
SWEET SNACKS,THE GINGER PEOPLE,ZX049,Original Ginger Chews,,12 X 84G,17.64,1,2.35,,,G,,S,V
BODYCARE,GREEN PEOPLE COMPANY,DY257,Organic Children Bath & Shower,Lavender,6 X 200ML,24.07,1,7.22,,,,O,,V
DRINKS (CHILLED),GROVE ORGANIC FRUIT CO,CV119,Organic Apple Juice 1.75L,Not from concentrate,6 X 1.75L,18.73,1,4.99,,,G,O,,V
BODYCARE,TINTS OF NATURE,DY753,Natural Scalp Treatment,reduces irritation,12 X 50ML,27.5,1,4.5,,,,,,V
TEAS,HAMPSTEAD TEA,TE255,Green Tea - og,Single Estate - looseleaf,6 X 100G,11.21,,2.49,B,,G,O,,V
BREADS & BREAD MIXES,ISABEL'S NATURALLY FREE FROM,BT203,Gluten & Wheat Free Pizza Mix,,8 X 300G,17.43,,2.85,,,G,,,
GRAVY; STOCK & BOUILLON,KALLO,LJ102,French Onion Stock Cubes,organic,15 X 66G,16.76,,1.49,,,G,O,S,V
SUPPLEMENTS & REMEDIES,LANES,MD640,Lecigran,,6 X 250G,24.56,1,6.55,,,G,,,V
SNACK BARS & FLAPJACKS,LOVERAW,KB861,Coconut & Camu,Organic,12 X 48G,22.41,,2.49,,,G,O,,V
SOFT DRINKS,BELVOIR,JU790,Cranberry Presse,,24 X 250ML,20.17,1,1.35,,,,,S,
READY MEALS (FROZEN),MAMMA CUCINA,XL359,Vegetable Pizza,,6 X 300G,17.96,,3.99,,,G,,S,V
SUGARS & SYRUPS,MERIDIAN,HY081,Organic Blackstrap Molasses,,6 X 740G,13.45,,2.99,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN - ORGANIC,NU001,Omega Seed Mix - organic,Pumpkin/sunflwr/linseed/sesame,1 KG,5.05,,,,,G,O,,V
CHOCOLATE,MOO FREE,KB958,Caramelised Hazelnut Bar,,12 X 100G,19.5,1,2.59,,,G,,S,V
HOUSEHOLD PRODUCTS,NAMASTE,NF175,Recycled Iron Windchime-Large,With bells; beads. 41 x 69cms,EACH,7.49,1,11.99,,F,,,,
BISCUITS CRACKERS & CRISPBREAD,BIONA,BT166,Hazelnut Syrup Waffles,,12 X 175G,17.01,,1.89,,,,O,S,V
SUPPLEMENTS & REMEDIES,NELSONS,MD065,Arnicare Arnica Cream,for bruises,6 X 30G,19,1,4.99,,,,,,
CRISPS & SNACKS,NOTHING BUT,ZX308,Mange Tout & Red Pepper Snack,,8 X 8G,7.14,,1.19,,,G,,,V
NON-DAIRY DESSERTS (FROZEN),OKOBAY,XL402,Coconut Water Ice,,24 X 105ML,21.43,1,1.49,,,G,,,V
FRUIT & VEGETABLE JUICES,ORGANIC VILLAGE,JU222,Mixed Vegetable Juice - og,,6 X 720ML,13.51,1,3.6,,,G,O,,V
CHOCOLATE,PLAMIL,KB441,No Added Sugar Alt to Milk,,6 X 100G,9.08,1,2.42,,,G,,,V
DRINKS (CHILLED),ALPRO,CV088,Organic Fresh Soya Drink,,6 X 1L,7.88,,1.75,,,G,O,,V
HERB & FRUIT INFUSIONS,PUKKA,TE238,Triple Mint - og,,4 X 20BAGS,6.87,,2.29,,,G,O,,V
FRUIT - DRIED,SUMA BAGGED DOWN,DR027,Blueberries,,1 KG,25.89,,,,,G,,S,V
MEAT FREE ALTERNATIVES (FROZEN,QUORN,XL060,Garlic & Herb Fillets,,12 X 200G,27.14,,2.99,,,,,,
BAKING SUNDRIES,THE RAW CHOCOLATE CO,KB051,Raw Cacao Powder,,6 X 200G,22.46,,4.99,,F,G,O,,V
MEATLESS SUBSTITUTES (CHILLED),VBITES,CV669,Thai Style Fish Cakes,With L/grass/Galangal and Lime,6 X 250G,12.29,,2.73,,,,,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU135,Almonds - blanched,,1 KG,12.85,,,,,G,,,V
FRUIT JUICE CONCS & CORDIALS,ROCKS,JU246,Elderflower Squash - og,,6 X 740ML,13.08,1,3.49,,,G,O,S,V
SALT & SEASONINGS,MALDON,LJ018,Sea Salt - Flaky Crystals,Bulk Tub,1.5 KG,10.15,,13.49,,,G,,,V
NON-DAIRY DESSERTS (FROZEN),SWEDISH GLACE,XL017,Juicy Raspberry,,6 X 750ML,12.4,1,3.29,,,G,,S,V
BISCUITS CRACKERS & CRISPBREAD,NAIRNS,BT090,Fine Oatcakes,,12 X 218G,9.81,,1.09,,,,,,V
SUPPLEMENTS & REMEDIES,SCHWABE PHARMA,MD019,Turmeric Xtra,with Artichoke; aids digestion,1 X 30,4.61,1,8.25,,,G,,,V
SUGARS & SYRUPS,SUMA BAGGED DOWN,LJ095,Dark Muscovado Sugar,,3 KG,7.99,,,,,G,,S,V
PEANUT; SEED & NUT BUTTERS,SUNITA,GH079,Tahini - dark,,3 KG,15.48,,20.6,,,G,,,V
SNACK BARS & FLAPJACKS,TRAIDCRAFT,KB436,Geobar - Raisin & Apricot,,24 X 32G,8.21,1,0.55,,F,,,S,
CRISPS & SNACKS,TYRRELLS,ZX909,Cider Vinegar and Sea Salt,,24 X 40G,11.83,1,0.79,,,G,,S,V
FLAKES; BRANS & WHEATGERM,SUMA PREPACKS - ORGANIC,FX092,Barley Flakes - pearl OG,,6 X 500G,6.11,,1.35,,,,O,,V
SUPPLEMENTS & REMEDIES,VEGA,VM097,Proven Child Probiotic,,1 X 30,3.23,1,5.95,,,G,,,
SUPPLEMENTS & REMEDIES,NATURES OWN,VM156,Multivitamin & Mineral,Euro Formula,100 TABS,10.47,1,18.75,,,G,,,
WATERS,HIGHLAND SPRING,WA027,Spring Water - sparkling,PET Bottles,24 X 500 ML,11.25,1,0.75,,,G,,,V
BODYCARE,WELEDA,DY101,Birch Cellulite Oil,actually improves skin tone!,100ML,11.64,1,19.95,,,,O,,V
SNACK BARS & FLAPJACKS,WHOLEBAKE,KB575,Dark Chocolate & Ginger,,20 X 80G,9.75,,0.65,,,,,S,
VINEGARS,BIONA,KJ311,Cider Vinegar with `Mother',Oak matured; not heat treated,6 X 75CL,10.76,,2.39,,,,O,,V
YOGURTS; COWS MILK (CHILLED),YEO VALLEY,CV604,Lemon Curd Yoghurt,,6 X 450G,7.31,,1.62,,,G,O,S,
FAR EASTERN FOOD,YUTAKA,JP013,Panko Bread Crumbs,,8 X 180G,9.73,,1.65,,,,,,V
FLAKES; BRANS & WHEATGERM,SUMA COMMODITIES - ORGANIC,FX015,Barley Flakes - pearl; organic,,25 KG,27.5,,,,,,O,,V
CANDLES,MOORLANDS DIPPED CANDLES,NF130,Boxed Candles-Each One Multi,Each candle multi-coloured,11 PAIRS,14.28,1,2.09,,,,,,V
BUTTER & CREAM (CHILLED),DEVON CREAM COMPANY,CV336,Clotted Cream,Long Shelf Life,12 X 170G,22.69,,2.52,,,G,,,
BEANS & PULSES - DRIED,SUMA COMMODITIES,PU018,Chick Peas,,25 KG,26,,,,,G,,,V
READY MEALS (FROZEN),CLIVE'S,XL029,Gluten Free Lentil & Olive Pie,,6 X 250G,12.72,,2.85,,,G,O,,V
SUPERFOODS & SPORTS NUTRITION,CREATIVE NATURE,MD053,Maca Powder - Organic Peruvian,,12 X 150G,58.56,,6.5,,,G,O,,V
COFFEE,CLIPPER,TE739,Fairtrade Organic Instant,Medium Roast,6 X 100 G,19.85,,4.39,,F,G,O,,V
OLIVES,CRESPO,KJ267,Pitted Green Olive Herb/Garlic,,6 X 70G,3.88,,0.89,,,G,,,V
NUTS & SEEDS,SUMA PREPACKS,NU013,Almonds - blanched,,6 X 125G,10.76,,2.39,,,G,,,V
FAR EASTERN FOOD,CLEARSPRING,JP028,Flavoured Nori Strips,,12 X 13.5G,33.21,,3.69,,,,,,V
COCOA,SWEET FREEDOM,TE233,Choc Shot Liquid Hot Chocolate,,6 X 320G,17.91,,3.98,,,G,,,V
HERB & FRUIT INFUSIONS,DR STUARTS,TE680,Elderflower & Lemon,,6 X 15BAGS,8.78,,1.95,,,G,,,V
SNACK BARS & FLAPJACKS,EAT NATURAL,KB466,Brazil; Sultana; Almond; Hazel,,12 X 50G,6.65,1,0.89,,,G,,S,
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ210,Anti-Bacterial Wipes,Multi Action,8 X 40,8.59,1,1.72,,,,,,
CRISPS & SNACKS,ELEPHANT FOOD,ZX223,Brilliant Berry Boost,Goji Berries; seeds & Grains,6 X 75G,8.52,1,2.29,,,G,,,
TEAS,TEADIRECT,TE691,Teadirect Catering Tea Bags,,2 X 1100BAGS,54.5,,,,F,G,,,V
MAYONNAISE & SALAD DRESSINGS,ATKINS & POTTS,KJ122,Garlic Mayonnaise,,6 X 190G,10.54,,2.35,,,G,,S,
BODYCARE,FAITH,DY420,Hemp & Meadowfoam Shampoo,normal & damaged hair,6 X 400ML,18.73,1,5.35,,,,,,V
SOFT DRINKS,FENTIMANS,JU280,Ginger Beer,,8 X 750ML,15.32,1,3.05,,,G,,S,V
PICKLES; CHUTNEYS & MUSTARDS,FOSTERS,KJ143,Cranberry Sauce,,12 X 284G,29.88,,3.35,,,G,,S,V
FRUIT - CANNED & JARRED,FRUIT TREE,KJ201,Blueberry Crush - Organic,,6 X 200G,14.61,,3.25,,,,O,,V
DAIRY DESSERTS (FROZEN),GREEN & BLACKS,XL079,Og White Choc & Rasp Ice Cream,,24 X 100ML,24.57,1,1.65,,,,O,S,
HERBS & SPICES - PREPACKED,SUMA ORGANIC,HE166,Cinnamon - Fairtrade; organic,Fairtrade,6 X 25G,4.43,,0.99,,F,G,O,,V
SWEET SNACKS,THE GINGER PEOPLE,ZX048,Original Ginger Chews,,24 X 42G,25.44,1,1.69,,,G,,S,V
BABY & CHILD FOOD,ORGANIX,BB291,Goodies Squeezy Strawb & Pear,,5 X 6 X 30G,7.9,,2.15,,,,O,,V
BODYCARE,GREEN PEOPLE COMPANY,DY259,Organic Children Shampoo,Lavender,6 X 200ML,24.07,1,7.22,,,,O,,V
DRINKS (CHILLED),GROVE ORGANIC FRUIT CO,CV148,Organic Pear & Apple Juice,Not from concentrate,6 X 1L,12.18,1,3.18,,,G,O,,V
BABYCARE PRODUCTS,HEVEA,NF105,Natural Rubber Soother 0-3M,Star & Moon,6 X 1,19.14,1,5.99,,,,,,
TEAS,HAMPSTEAD TEA,TE254,Green Tea,Single estate,6 X 25BAGS,8.96,,1.99,B,F,G,O,,V
SUPPLEMENTS & REMEDIES,LANES,MD273,Lecigran Lecithin Granules,,6 X 500G,47.28,1,12.59,,,G,,,V
BREADS & BREAD MIXES,ISABEL'S NATURALLY FREE FROM,FG114,Yorkshire Pudding Mix - G/Free,Wheat free,8 X 100G,12.78,,2.15,,,G,,,
GRAVY; STOCK & BOUILLON,KALLO,LJ103,Garlic & Herb Stock Cubes,organic,15 X 66G,16.76,,1.49,,,G,O,S,V
SNACK BARS & FLAPJACKS,LOVERAW,KB863,Cacao & Maca,Organic,12 X 48G,22.41,,2.49,,,G,O,,V
BABYCARE PRODUCTS,BEAMING BABY,NF637,Bio Degradable Nappy - Junior,15+ kg / Size 5,4 X 31,34.65,,11.65,,,,,,V
BEANS & PULSES - DRIED,SUMA PREPACKS,PU072,Marrowfat Peas,,6 X 500G,6.14,,1.35,,,G,,,V
JAMS & FRUIT SPREADS,MERIDIAN,JS018,Apricot Spread - organic,,6 X 284G,11.2,,2.49,,,G,O,,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU293,Omega Seed Mix - organic,pumpkin/sunflwr/linseed/sesame,6 X 250G,7.53,,1.67,,,G,O,,V
CHOCOLATE,MOO FREE,KB167,Mint Bars - singles,,30 X 25G,15.94,1,0.85,,,G,O,S,V
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI,MX184,Cranberry Crunch,,3 KG,9.35,,,,,,,,
SUPPLEMENTS & REMEDIES,NELSONS,MD089,Arnicare Arnica 30c Clikpak,,6 X PACK,21.53,1,5.85,,,,,,V
HOUSEHOLD PRODUCTS,NAMASTE,NF180,Pink Floral Cotton Bath Mat,,3 X 1,11.23,1,5.99,,F,,,,
BREADS & BREAD MIXES,NEWBURY PHILLIPS,BT005,Garlic / Coriander Naan - org,,12 X 2,15.58,,1.73,,,,O,S,V
SOFT DRINKS,BELVOIR,JU795,Elderflower Presse,,24 X 250ML,20.17,1,1.35,,,,,S,
FRUIT & VEGETABLE JUICES,ORGANIC VILLAGE,JU221,Purple Carrot Juice - og,,6 X 720ML,15.24,1,4.06,,,G,O,,V
CHOCOLATE,PLAMIL,KB433,No Added Sugar Strawberry,,24 X 45G,16.35,1,1.09,,,G,,,V
MILK - NON DAIRY,PROVAMEL,SY121,Spelt Drink,unsweetened,12 X 1L,16.12,,1.79,,,,O,,V
HERB & FRUIT INFUSIONS,PUKKA,TE592,Three Tulsi,,4 X 20BAGS,6.87,,2.29,,,G,O,,V
MEAT FREE ALTERNATIVES (FROZEN,QUORN,XL058,Quorn Mince,,12 X 300G,20.36,,2.25,,,,,,
CHOCOLATE,THE RAW CHOCOLATE CO,KB057,Goji Berry & Orange,,12 X 44G,14.92,1,1.99,,F,G,O,,V
BISCUITS CRACKERS & CRISPBREAD,BIONA,BT157,Honey Waffles,,12 X 175G,17.01,,1.89,,,,O,S,
FRUIT JUICE CONCS & CORDIALS,ROCKS,JU247,Ginger & Apple Squash - og,,6 X 740ML,13.08,1,3.49,,,G,O,S,V
MEATLESS SUBSTITUTES (CHILLED),VBITES,CV738,Gourmet Meat-Free Beef Pieces,Beef Style Pieces,6 X 150G,10.8,,2.4,,,,,,V
SUPPLEMENTS & REMEDIES,FLORADIX,MD006,Kindervital Children's Fruity,Gluten; Dairy & Nut Free,250ML,5.2,1,9.25,,,G,,,
NON-DAIRY DESSERTS (FROZEN),SWEDISH GLACE,XL016,Smooth Vanilla Ice Cream,,6 X 750ML,12.4,1,3.29,,,G,,S,V
BISCUITS CRACKERS & CRISPBREAD,NAIRNS,BT281,Cheese Oatcakes,,12 X 200G,15.21,,1.69,,,,,,
COCOA,SPANISH CHOCOLATE COMPANY,TE370,Thick Hot Chocolate Drink,Chocolate powder,6 X 350G,17.1,,3.99,,,G,,S,V
SUGARS & SYRUPS,SUMA BAGGED DOWN - ORGANIC,LJ055,Raw Cane Sugar - organic,,10 KG,29.29,,,,,G,O,S,V
ESSENTIAL OILS,AQUA OLEUM,AR143,Lavender Oil Merchandiser,Lavendula Officinalis-Bulgaria,18 X 10 ML,43.39,1,4.35,,,,,,V
PEANUT; SEED & NUT BUTTERS,SUMA,GH950,Tahini - dark; organic,,6 X 340G,15.7,,3.49,,,G,O,,V
HOUSEHOLD PRODUCTS,TRAIDCRAFT,NF400,F/T Rubber Gardening Gloves,Fairtrade - medium size,5 X 1,15.9,1,5.09,,F,G,,,V
HERB & FRUIT INFUSIONS,DRAGONFLY TEAS,TE376,Rooibos Vanilla,,4 X 40 BAGS,6.02,,1.99,,,G,,,V
CRISPS & SNACKS,TYRRELLS,ZX495,Mature Cheddar & Pickled Onion,,12 X 150G,14.64,1,1.95,,,,,S,
SUPPLEMENTS & REMEDIES,VEGA,VM101,ProVen Multivit with Probiotic,and CoQ10,1 X 28,3.22,1,5.95,,,,,,
BEERS,CANNABIA,RT004,Cannabia Hemp Beer,5%,12 X 330ML,18.38,1,2.45,,,,O,,V
WATERS,HIGHLAND SPRING,WA004,Spring water - still,Glass Bottles,12 X 1L,10.13,1,1.35,,,G,,,V
BABYCARE PRODUCTS,WELEDA,DY533,Calendula Face Cream,protects delicate skin,6 X 50ML,27.84,1,7.95,,,,,,
SNACK BARS & FLAPJACKS,9 BAR,KB846,Fruity 9 Bar,,16 X 50G,8.5,1,0.85,,,G,,S,V
FRUIT - DRIED,SUMA PREPACKS,DR133,Blueberries,,6 X 125G,16.18,,3.56,,,G,,S,V
VINEGARS,BIONA,KJ131,Cider Vinegar with `Mother',Oak matured; not heat treated,5L,8.77,,11.69,,,G,O,,V
YOGURTS; COWS MILK (CHILLED),YEO VALLEY,CV362,Natural Yoghurt - OG,Bio Live,12 X 150G,5.25,,0.58,,,G,O,,
FAR EASTERN FOOD,YUTAKA,JP042,Udon Noodles,,10 X 250G,11.5,,1.55,,,,,,V
CANDLES,MOORLANDS DIPPED CANDLES,NF913,Citronella Garden Flares,Lime,6 PACK,15.28,1,4.09,,,,,,
BUTTER & CREAM (CHILLED),DEVON CREAM COMPANY,CV335,Clotted Cream,Long Shelf Life,6 X 454G,28.47,,6.32,,,G,,,
READY MEALS (FROZEN),CLIVE'S,XL030,Gluten Free Minty Chickpea Pie,,6 X 250G,12.72,,2.85,,,G,O,S,V
SUPERFOODS & SPORTS NUTRITION,CREATIVE NATURE,MD082,Spirulina Powder,Hawaiian,12 X 150G,130.4,1,17.45,,,G,,,V
COCOA,CLIPPER,TE851,Hot Chocolate; Instant - og,Fairtrade. In sachets,20 X 28G,11.99,,0.8,,F,G,O,S,
NUTS & SEEDS,SUMA COMMODITIES,NU126,Almonds - blanched,,12.5 KG,128,,,,,G,,,V
OLIVES,CRESPO,KJ261,Green Olives & Pimentos,stuffed with pimentos,6 X 198 G,3.88,,0.89,,,G,,,V
FAR EASTERN FOOD,CLEARSPRING,JP069,Green Nori Sprinkle,,10 X 20G,17.18,,2.29,,,G,,,V
SUGARS & SYRUPS,SWEET FREEDOM,LJ197,Natural Sweetness - Dark,100% from fruit,6 X 350G,14.23,,3.15,,,G,,,V
